,landuse,geometry,centroid,lon,lat
16,farmland,"POLYGON ((125.0036552 8.284788000000001, 125.0031325 8.2838523, 125.0029072 8.2835815, 125.0025639 8.2833904, 125.0024673 8.283300199999999, 125.002478 8.2827216, 125.0025062 8.2798371, 125.0026497 8.279985, 125.002816 8.280040100000001, 125.0029823 8.2800806, 125.0031024 8.2801449, 125.0032412 8.2802138, 125.0034352 8.2804371, 125.0036046 8.280208, 125.0038084 8.280101800000001, 125.0040337 8.2801124, 125.0042483 8.2801337, 125.004377 8.2801761, 125.0048706 8.2810892, 125.0040708 8.2815207, 125.0043082 8.281909499999999, 125.0044951 8.2821297, 125.0046667 8.2823101, 125.0047955 8.2824163, 125.0049198 8.282518700000001, 125.0050391 8.282634099999999, 125.0051866 8.282812, 125.0056001 8.2835921, 125.0036552 8.284788000000001))",POINT (125.0037321721236 8.282324827076904),125.0037322,8.282324827
17,farmland,"POLYGON ((125.0167501 8.282294200000001, 125.0166213 8.2821987, 125.016557 8.282092499999999, 125.0165891 8.282023499999999, 125.0166589 8.2819863, 125.0167394 8.281954499999999, 125.0168091 8.281869500000001, 125.0167876 8.281742100000001, 125.0166642 8.281609400000001, 125.0165409 8.281535099999999, 125.0164121 8.281503300000001, 125.0162405 8.281466099999999, 125.0161761 8.2813918, 125.0161332 8.2813228, 125.0160527 8.281280300000001, 125.0159722 8.281243099999999, 125.0159347 8.2811317, 125.0159401 8.2809936, 125.0160366 8.280908699999999, 125.0162887 8.280749500000001, 125.0164014 8.2806698, 125.0165784 8.280521200000001, 125.0167447 8.280415, 125.0168735 8.2803088, 125.0170612 8.2802133, 125.0170773 8.280154899999999, 125.0171256 8.280139, 125.0170666 8.2800832, 125.0162083 8.279233899999999, 125.0156182 8.279658599999999, 125.0156289 8.2793294, 125.0154894 8.2790534, 125.015189 8.2785119, 125.0148672 8.278204000000001, 125.0146633 8.277991699999999, 125.0144273 8.2779174, 125.0139981 8.2776519, 125.0138479 8.277566999999999, 125.0136548 8.2771423, 125.0134617 8.2769406, 125.0133115 8.2768557, 125.0132471 8.276749499999999, 125.0188368 8.276792, 125.0189441 8.277641300000001, 125.0186866 8.2776838, 125.018633 8.27779, 125.0185793 8.277938600000001, 125.0185364 8.2781085, 125.0185257 8.2782996, 125.0185686 8.278565, 125.0186223 8.278681799999999, 125.0187081 8.2788729, 125.0188368 8.2789897, 125.0191158 8.279117100000001, 125.0193645 8.280771400000001, 125.0191587 8.2808052, 125.0190514 8.280837, 125.0189119 8.280837, 125.0188476 8.280784000000001, 125.0187939 8.2806566, 125.0187617 8.280561000000001, 125.0187081 8.280454799999999, 125.018515 8.280423000000001, 125.0183862 8.280465400000001, 125.0182897 8.2806353, 125.018236 8.2808264, 125.0180921 8.280917499999999, 125.0180751 8.2809565, 125.0180644 8.2810361, 125.0167501 8.282294200000001))",POINT (125.0169266386021 8.278752059663617),125.0169266,8.27875206
18,farmland,"POLYGON ((124.7387334 8.320964200000001, 124.7387777 8.321680799999999, 124.7387753 8.3232508, 124.7387705 8.3263056, 124.7384392 8.3266619, 124.7381511 8.326854300000001, 124.7380935 8.3272747, 124.7373805 8.327531199999999, 124.7371861 8.328022900000001, 124.737006 8.3284576, 124.7366249 8.3285882, 124.7359922 8.328314900000001, 124.7353015 8.328235599999999, 124.735026 8.328056, 124.7347374 8.326272599999999, 124.7331054 8.326561399999999, 124.7330972 8.326485099999999, 124.7330774 8.326301900000001, 124.7329212 8.3248573, 124.7327949 8.3240347, 124.7327281 8.3233269, 124.7330018 8.3233198, 124.7334123 8.323426700000001, 124.7339092 8.323704599999999, 124.7341757 8.323761599999999, 124.7346366 8.3236262, 124.7352056 8.3234338, 124.7356449 8.323369700000001, 124.7358177 8.3232129, 124.7359906 8.3227853, 124.7365523 8.3225502, 124.7370563 8.3225091, 124.7370061 8.3224161, 124.7368599 8.322373300000001, 124.736757 8.3222554, 124.7368112 8.3221857, 124.7369574 8.322175, 124.7370115 8.322035700000001, 124.7370927 8.3220036, 124.7371631 8.3219446, 124.7371685 8.321858900000001, 124.7372065 8.3216339, 124.7372877 8.3214785, 124.7374339 8.321291, 124.7374934 8.321082000000001, 124.7376396 8.3209856, 124.7379104 8.320857, 124.7381865 8.320819500000001, 124.7385168 8.320867700000001, 124.7387334 8.320964200000001))",POINT (124.7363000473782 8.3249283120832),124.7363,8.324928312
19,farmland,"POLYGON ((124.709711 7.8632203, 124.7168275 7.8634316, 124.7175774 7.863424, 124.7179213 7.8647999, 124.718201 7.865375, 124.7188063 7.8661458, 124.7198034 7.8671633, 124.7199584 7.8677706, 124.7201582 7.8692953, 124.7168903 7.8699898, 124.7164783 7.8700712, 124.7164937 7.8704535, 124.7163085 7.8707134, 124.7159538 7.8707031, 124.7157837 7.8706981, 124.7155367 7.8703617, 124.7151663 7.8705758, 124.7148576 7.8710956, 124.713976 7.8714095, 124.714055 7.8724717, 124.7140704 7.8729151, 124.7142247 7.8732228, 124.7143147 7.8739357, 124.7145096 7.8746932, 124.7145996 7.8753467, 124.7145546 7.8759408, 124.7148395 7.8763269, 124.7150344 7.8765645, 124.7147617 7.8765247, 124.7127436 7.8769338, 124.7114108 7.8771662, 124.7113847 7.8768904, 124.7112921 7.8764164, 124.710918 7.8762972, 124.7109173 7.8763377, 124.7109032 7.8763809, 124.710869 7.8764346, 124.7107686 7.876549, 124.7107284 7.8765941, 124.7106942 7.8766333, 124.7106734 7.8766679, 124.71066 7.8766964, 124.7106446 7.8767376, 124.7106379 7.8767741, 124.7106311 7.8768246, 124.7106305 7.8768811, 124.7106372 7.8769541, 124.7106546 7.8770671, 124.7106754 7.877166, 124.7106982 7.8772683, 124.7107169 7.8773352, 124.7104244 7.877397, 124.7102693 7.8773938, 124.7100575 7.8774703, 124.7098103 7.877609, 124.7095171 7.8773491, 124.7089768 7.8774255, 124.7086527 7.8773949, 124.7086189 7.8773571, 124.7082977 7.8769974, 124.7081742 7.8763705, 124.7081279 7.875759, 124.7078192 7.8755908, 124.7073098 7.8756825, 124.7064455 7.8758507, 124.7054422 7.87608, 124.7046241 7.8760953, 124.7046112 7.8757973, 124.7044973 7.8754236, 124.7042339 7.8753671, 124.7041805 7.8752684, 124.7042161 7.8751133, 124.7042766 7.8748312, 124.7043941 7.8745808, 124.7045115 7.8744292, 124.7045187 7.8741401, 124.7044546 7.8737769, 124.7044083 7.873449, 124.7043834 7.8731599, 124.7043087 7.8728897, 124.7043353 7.8723669, 124.7043336 7.8718905, 124.7043336 7.8715817, 124.7042909 7.87121, 124.7042019 7.8707904, 124.7041788 7.8706179, 124.7037161 7.870725, 124.703273 7.8704951, 124.7028299 7.8704324, 124.7027877 7.8701189, 124.7028088 7.8698054, 124.7026822 7.8693874, 124.7023024 7.8693038, 124.7023024 7.8690947, 124.7025134 7.8689902, 124.7025767 7.8687812, 124.7022602 7.868405, 124.7017116 7.8682796, 124.7017327 7.8676944, 124.7008676 7.8679661, 124.7004667 7.867569, 124.7002135 7.866712, 124.70053 7.8665866, 124.7002675 7.8655808, 124.6994734 7.8657079, 124.6989871 7.864462, 124.6987609 7.864149, 124.6986915 7.8638385, 124.699106 7.8638305, 124.6995853 7.8638501, 124.6999603 7.8634305, 124.7030962 7.8634541, 124.7028387 7.8642618, 124.7025383 7.8651971, 124.7026026 7.8659835, 124.7026885 7.86694, 124.7027842 7.8672085, 124.7028727 7.8674569, 124.7032464 7.8680666, 124.7037614 7.8684492, 124.7040618 7.868768, 124.7041588 7.8684855, 124.7042545 7.8683626, 124.7047361 7.8677262, 124.7046289 7.8670117, 124.7048432 7.8669269, 124.704836 7.8659083, 124.7052145 7.8652929, 124.7055215 7.8647341, 124.7058214 7.863864, 124.7059428 7.8637933, 124.70595 7.8634184, 124.709711 7.8632203))",POINT (124.7100654451359 7.869225473592386),124.7100654,7.869225474
20,farmland,"POLYGON ((124.7198557 7.867222, 124.7198034 7.8671633, 124.7194852 7.8668061, 124.7192012 7.8665493, 124.7188063 7.8661458, 124.7186085 7.8659438, 124.718201 7.865375, 124.7179213 7.8647999, 124.7177565 7.8641702, 124.7175774 7.863424, 124.719689 7.863424, 124.71968 7.8629508, 124.7231145 7.8625076, 124.723227 7.8642331, 124.7240066 7.864088, 124.7243565 7.8640906, 124.7244862 7.8642925, 124.7245112 7.8644614, 124.7247168 7.8644939, 124.7250209 7.8645184, 124.7254443 7.8644206, 124.7259006 7.8642822, 124.7265396 7.864111, 124.7265295 7.8644166, 124.7266034 7.8651984, 124.7264144 7.865463, 124.7258759 7.8655811, 124.7253703 7.8657399, 124.7253115 7.8658792, 124.7253705 7.8665094, 124.7254443 7.8668352, 124.7253333 7.866994, 124.7251495 7.8670787, 124.7247504 7.867227, 124.7245409 7.8674938, 124.7245714 7.8679819, 124.7246284 7.8687216, 124.7248419 7.8692476, 124.7252322 7.8697244, 124.7255985 7.870281, 124.7256883 7.8709234, 124.7248103 7.8710519, 124.7243141 7.8710966, 124.7242616 7.8711013, 124.7235995 7.871314, 124.7235232 7.8713385, 124.7230144 7.8714571, 124.7224058 7.8716152, 124.7218071 7.8716548, 124.7215235 7.8717345, 124.7214077 7.8716656, 124.7209449 7.8716885, 124.7206132 7.8716503, 124.7203829 7.8716698, 124.7201413 7.8716062, 124.7201036 7.8715182, 124.7200841 7.8714726, 124.7200964 7.8712402, 124.7201335 7.8709221, 124.7201891 7.8706102, 124.7201928 7.8705027, 124.7202014 7.8702555, 124.7202014 7.8699514, 124.7202014 7.8697968, 124.7201582 7.8692953, 124.7200964 7.8685736, 124.7198557 7.867222))",POINT (124.722133147616 7.866917628773775),124.7221331,7.866917629
21,farmland,"POLYGON ((124.6329457 6.3331394, 124.6326502 6.3326401, 124.632305 6.3323607, 124.6325461 6.3318664, 124.6328024 6.3315623, 124.6327914 6.3313272, 124.6328245 6.3310585, 124.6331243 6.3306739, 124.6332969 6.3305819, 124.6333507 6.3305075, 124.63331 6.330274, 124.6333273 6.3301517, 124.6334485 6.3300521, 124.6335316 6.3300219, 124.633612 6.3301511, 124.633581 6.330361, 124.6336854 6.3307112, 124.6337506 6.3308668, 124.6336332 6.3310095, 124.6334374 6.3309187, 124.6331895 6.3310225, 124.6330721 6.3311003, 124.6330199 6.33123, 124.633046 6.3314116, 124.6331504 6.3316969, 124.6332026 6.3318396, 124.6330721 6.3317488, 124.6329416 6.3319174, 124.6330721 6.3321638, 124.6335288 6.3323454, 124.6335418 6.3327993, 124.6334505 6.332955, 124.6335027 6.3330976, 124.6334113 6.3336164, 124.633046 6.3341871, 124.63297 6.3345077, 124.6327126 6.334465, 124.632931 6.3339472, 124.6329457 6.3331394))",POINT (124.633079323454 6.332306757149891),124.6330793,6.332306757
22,farmland,"POLYGON ((124.7490844 6.2879835, 124.7479271 6.2880103, 124.7475873 6.288012, 124.7475859 6.2888838, 124.7490844 6.2879835))",POINT (124.7480852411096 6.288294701477328),124.7480852,6.288294701
23,farmland,"POLYGON ((124.4043307 6.3231079, 124.4044231 6.3231618, 124.4044846 6.3231973, 124.4045339 6.3232401, 124.4045684 6.3232817, 124.4045979 6.3233196, 124.404609 6.3233759, 124.4046028 6.3234395, 124.4045942 6.3234922, 124.4045917 6.3235142, 124.4045942 6.3235325, 124.4046125 6.3235506, 124.4046482 6.3235633, 124.404692 6.3235639, 124.4047621 6.3235767, 124.4048059 6.3235941, 124.4048532 6.3235999, 124.4048947 6.3235906, 124.4049496 6.3235709, 124.4049957 6.3235511, 124.4050407 6.3235308, 124.4050617 6.3235198, 124.4050617 6.3235047, 124.4050576 6.3234896, 124.405029 6.3234739, 124.4050156 6.3234577, 124.4050144 6.3234408, 124.4050086 6.3234083, 124.4050039 6.3233793, 124.4050273 6.3233671, 124.4050565 6.323352, 124.405074 6.3233491, 124.405112 6.3233828, 124.4051429 6.3234263, 124.405171 6.3234588, 124.4051943 6.3234884, 124.4052206 6.3235099, 124.405237 6.3235378, 124.4052475 6.3235639, 124.405258 6.3235947, 124.4052819 6.3236226, 124.4052895 6.323633, 124.4053141 6.3236382, 124.4053269 6.3236568, 124.4053322 6.3236754, 124.4053404 6.3236858, 124.4053596 6.3236864, 124.4053894 6.3236916, 124.4054185 6.3236974, 124.4054518 6.3236998, 124.4054693 6.323705, 124.4054997 6.3236951, 124.405512 6.3237003, 124.4055307 6.3237305, 124.4055575 6.3237538, 124.4055862 6.3237677, 124.4056078 6.3237689, 124.4056329 6.3237509, 124.4056527 6.3237311, 124.4056819 6.3237027, 124.4056954 6.3236864, 124.4057053 6.3236673, 124.4057071 6.3236516, 124.40571 6.3236411, 124.4057275 6.3236278, 124.4057661 6.3236051, 124.405804 6.3235544, 124.4058179 6.3235212, 124.405857 6.323486, 124.4059003 6.3234397, 124.4058949 6.3233619, 124.4058777 6.3233322, 124.405871 6.3232794, 124.4058675 6.3231653, 124.4058754 6.3231034, 124.4058648 6.32305, 124.4058723 6.323003, 124.4059156 6.3228401, 124.4059562 6.32275, 124.4059271 6.3226742, 124.4059427 6.322627, 124.4059869 6.3226114, 124.4060214 6.3226562, 124.4060559 6.3227009, 124.4060725 6.322778, 124.4060582 6.3228535, 124.405994 6.3230285, 124.4059809 6.3231398, 124.406014 6.3232844, 124.4060324 6.3233715, 124.4060398 6.3234105, 124.4060709 6.3234169, 124.405964 6.323516, 124.4058928 6.3235746, 124.4058416 6.3236186, 124.4058275 6.323646, 124.4058026 6.3237116, 124.4057882 6.3237445, 124.4057789 6.3237715, 124.4057585 6.3238195, 124.4057475 6.3238482, 124.4057568 6.323881, 124.4057772 6.3239181, 124.4057916 6.3239586, 124.4058086 6.3240007, 124.4058323 6.3240538, 124.4058637 6.32408, 124.4059103 6.3241095, 124.4059553 6.3241465, 124.4060217 6.3242056, 124.406065 6.3242462, 124.4061041 6.3242985, 124.4061298 6.3243252, 124.4060994 6.3243513, 124.4060755 6.3243931, 124.4060521 6.3244123, 124.4060381 6.3244361, 124.4060305 6.324457, 124.4060083 6.3244692, 124.4059592 6.324475, 124.4059306 6.3244599, 124.4059055 6.3244384, 124.4058862 6.3244181, 124.4058693 6.3243745, 124.4058594 6.3243327, 124.4058377 6.3242758, 124.4058208 6.3242358, 124.4057869 6.3241934, 124.4057355 6.3241539, 124.4057057 6.3241382, 124.4056596 6.3241005, 124.4056269 6.3240628, 124.4055883 6.3240157, 124.4055439 6.3239687, 124.4055188 6.3239606, 124.4054598 6.3239559, 124.4054032 6.3239542, 124.4053588 6.3239501, 124.4053091 6.3239298, 124.4052331 6.3239028, 124.4051694 6.3238902, 124.4051025 6.323886, 124.4050185 6.3238776, 124.4049379 6.3238489, 124.4049074 6.323827, 124.4048506 6.323757, 124.4048014 6.3237085, 124.4047488 6.3236917, 124.4046893 6.3236853, 124.4046261 6.3236812, 124.4045782 6.323683, 124.4045256 6.3236771, 124.404462 6.3236661, 124.4044047 6.3236644, 124.4043448 6.3236655, 124.4042952 6.3236365, 124.4042183 6.3235981, 124.4041278 6.3236069, 124.4039922 6.3236086, 124.4039016 6.3236182, 124.403804 6.3237039, 124.4037574 6.3237313, 124.4036474 6.3237394, 124.4035949 6.3237235, 124.4035523 6.3236732, 124.4034817 6.3236352, 124.4034255 6.3235763, 124.4033644 6.3235255, 124.4034046 6.3234942, 124.4034726 6.3234698, 124.4035453 6.3234804, 124.4035954 6.323515, 124.4036389 6.323548, 124.403698 6.3235293, 124.4037946 6.3234921, 124.4038902 6.3234411, 124.4040068 6.3234228, 124.404095 6.3234285, 124.4041977 6.323458, 124.404263 6.3234676, 124.4043098 6.3234671, 124.4043641 6.3234705, 124.4043892 6.3234694, 124.4043985 6.3234473, 124.4043927 6.3233962, 124.4043518 6.3233631, 124.404315 6.3233364, 124.4043022 6.3233123, 124.4042928 6.32326, 124.404294 6.3232264, 124.4043103 6.323166, 124.4043307 6.3231079))",POINT (124.4050399463971 6.323624364458357),124.4050399,6.323624364
24,farmland,"POLYGON ((124.7996286 6.5616808, 124.798333 6.5627567, 124.7986541 6.5631494, 124.7982634 6.5634718, 124.7981038 6.5634058, 124.7974564 6.5639508, 124.7974957 6.5639964, 124.7974316 6.5640777, 124.7972751 6.564328, 124.7966604 6.5648444, 124.795904 6.5654574, 124.7958028 6.5653359, 124.7954845 6.5656054, 124.7955904 6.5657389, 124.7944852 6.5666735, 124.7931486 6.5678253, 124.7917653 6.5662549, 124.7923077 6.5657291, 124.7908014 6.5639072, 124.7904863 6.5641494, 124.7903486 6.5639874, 124.7900404 6.5642251, 124.7896637 6.5637807, 124.7900302 6.5634686, 124.7898959 6.5633248, 124.7900389 6.5631907, 124.7899009 6.5630153, 124.7890252 6.5629098, 124.7889177 6.562785, 124.7893206 6.5624208, 124.7889006 6.5619249, 124.7885499 6.5622334, 124.7879893 6.5616293, 124.7881619 6.5614476, 124.7880498 6.5613289, 124.7879043 6.5611979, 124.7878599 6.5611469, 124.7876401 6.561331, 124.7873887 6.5610406, 124.7923666 6.5567114, 124.7931746 6.5560411, 124.7932793 6.5565047, 124.7936879 6.5570362, 124.7935017 6.5572273, 124.7940359 6.5578204, 124.794581 6.5572897, 124.7943921 6.5568483, 124.7942301 6.5564629, 124.7947581 6.5560471, 124.7949513 6.5562495, 124.7952515 6.5570432, 124.7954762 6.5572783, 124.7957928 6.5569957, 124.7970235 6.5585216, 124.7954011 6.5599823, 124.7955775 6.5602073, 124.7958825 6.5599368, 124.7962069 6.5602922, 124.7966064 6.559923, 124.7963111 6.5595567, 124.7971278 6.5588324, 124.7973296 6.5590549, 124.797227 6.5591474, 124.7969949 6.5593337, 124.797115 6.5594711, 124.7971595 6.5594314, 124.7977979 6.5601087, 124.7973898 6.5604693, 124.7978621 6.5610285, 124.7981564 6.5608025, 124.7985033 6.5608329, 124.7989472 6.560877, 124.7990277 6.5609735, 124.7986862 6.5612795, 124.7989474 6.5615537, 124.7992846 6.5612961, 124.7996286 6.5616808))",POINT (124.7935724440235 6.561621208733098),124.7935724,6.561621209
25,farmland,"POLYGON ((124.7903319 6.5535512, 124.7911959 6.5545555, 124.7924134 6.5535991, 124.7926399 6.5539789, 124.7927673 6.5542742, 124.7927107 6.5545696, 124.7924559 6.5546821, 124.7925408 6.5548368, 124.7928729 6.5552117, 124.793114 6.5557574, 124.7885322 6.5598324, 124.7872608 6.5609202, 124.7843505 6.5575135, 124.785006 6.5569709, 124.7851852 6.5571516, 124.7856334 6.5568262, 124.7857161 6.5569004, 124.7860654 6.5565985, 124.7858007 6.5562858, 124.7868356 6.5554282, 124.7871471 6.5550759, 124.7873028 6.5552025, 124.7876992 6.5548931, 124.7875859 6.5547805, 124.7878408 6.5545836, 124.7879682 6.5547102, 124.7882796 6.5544852, 124.7883221 6.5543164, 124.7884637 6.5540914, 124.7889733 6.5536273, 124.7891715 6.5537117, 124.7893414 6.553571, 124.7891857 6.5534304, 124.7897802 6.55291, 124.7903319 6.5535512))",POINT (124.7887862458529 6.556789544205301),124.7887862,6.556789544
26,farmland,"POLYGON ((125.325855 8.109196600000001, 125.3243006 8.109143299999999, 125.3243091 8.1088994, 125.3245871 8.108908899999999, 125.3248645 8.1087151, 125.3249492 8.108539499999999, 125.3260266 8.108542099999999, 125.3259521 8.109052399999999, 125.325855 8.109196600000001))",POINT (125.3252742410268 8.108884059439475),125.3252742,8.108884059
27,farmland,"POLYGON ((125.3247801 8.107666500000001, 125.3248158 8.1071765, 125.3261068 8.1072653, 125.3261141 8.107008, 125.3262801 8.106908000000001, 125.3262728 8.1067008, 125.3276875 8.1066865, 125.3276821 8.1063127, 125.3280598 8.106393499999999, 125.3281415 8.106439, 125.3282384 8.1064592, 125.3282384 8.1065501, 125.3280649 8.1065451, 125.3280802 8.1066764, 125.3282027 8.1067371, 125.3282027 8.106828, 125.3281159 8.106833099999999, 125.3281006 8.106964400000001, 125.328315 8.1069897, 125.3283507 8.1070756, 125.3283558 8.1072676, 125.3283762 8.1073989, 125.3285906 8.107489899999999, 125.3287335 8.107580799999999, 125.3288662 8.107787999999999, 125.3290091 8.1079446, 125.3290958 8.1081518, 125.3291111 8.1084499, 125.3287097 8.1086376, 125.3284221 8.1088288, 125.3279543 8.108986, 125.3277484 8.1090327, 125.3273836 8.1090369, 125.3271046 8.109147399999999, 125.3269072 8.1092706, 125.3267871 8.109283400000001, 125.3263922 8.109228099999999, 125.3259802 8.1092111, 125.3261304 8.1085016, 125.3251075 8.1085344, 125.3249492 8.108539499999999, 125.3248601 8.108444199999999, 125.324609 8.108175900000001, 125.3240578 8.108261799999999, 125.3237338 8.107838299999999, 125.3239584 8.1076009, 125.3247801 8.107666500000001))",POINT (125.3267924939018 8.107912634856334),125.3267925,8.107912635
28,farmland,"POLYGON ((124.88238 6.4982553, 124.8815163 6.4970214, 124.882093 6.4966217, 124.8821869 6.4968109, 124.8820688 6.4969015, 124.8821278 6.4969921, 124.8820742 6.4970347, 124.8824417 6.4975944, 124.8832575 6.4970254, 124.8827087 6.4961852, 124.883725 6.4954622, 124.8843967 6.4954595, 124.8856155 6.4954662, 124.8858919 6.4958984, 124.886018 6.4962983, 124.8853156 6.4968015, 124.8830258 6.4983867, 124.8828672 6.4985078, 124.8827171 6.4986183, 124.8828916 6.4988494, 124.8831213 6.4992124, 124.8823009 6.4997467, 124.8818206 6.4990908, 124.8824202 6.4986764, 124.8822056 6.4983752, 124.88238 6.4982553))",POINT (124.8837050399399 6.497033977211688),124.883705,6.497033977
29,farmland,"MULTIPOLYGON (((124.7405103 6.4811813, 124.7411712 6.4809104, 124.7412197 6.4809768, 124.7415778 6.4807898, 124.7417234 6.48082, 124.7418812 6.4807597, 124.7420148 6.4808984, 124.7421786 6.48123, 124.7420451 6.4815135, 124.7414807 6.4819175, 124.7413654 6.4818874, 124.7411347 6.482014, 124.7410134 6.48202, 124.7409102 6.4821708, 124.7405103 6.4811813)), ((124.7347683 6.4825257, 124.7370903 6.4811342, 124.7408803 6.4788575, 124.7408812 6.4797987, 124.7405239 6.48013, 124.7400376 6.4803042, 124.7400309 6.4805163, 124.7405103 6.4811813, 124.7409102 6.4821708, 124.7407216 6.4824023, 124.7407826 6.4827479, 124.7407143 6.4829994, 124.7403935 6.4830507, 124.7403564 6.4831575, 124.7405078 6.4832941, 124.7405024 6.483626, 124.7407143 6.4840411, 124.7406954 6.4846651, 124.7404992 6.4849513, 124.7401171 6.4851199, 124.7399586 6.4851328, 124.739819 6.4850516, 124.7395857 6.4848734, 124.7392362 6.4846252, 124.7389649 6.4847777, 124.7387532 6.4855109, 124.7383306 6.485754, 124.7379925 6.4854225, 124.7376099 6.4854755, 124.7375968 6.4859338, 124.7377077 6.4860944, 124.7375565 6.4864789, 124.7372006 6.4866911, 124.7347683 6.4825257)))",POINT (124.7384099803848 6.482813269387819),124.73841,6.482813269
30,farmland,"POLYGON ((124.8194294 6.3808134, 124.8192867 6.380814, 124.819164 6.3806334, 124.8192322 6.3805883, 124.8195286 6.3805578, 124.8195353 6.3805539, 124.8195027 6.3804621, 124.8196132 6.3798961, 124.8198682 6.3797778, 124.8201317 6.3794314, 124.8198852 6.3788316, 124.8199872 6.3785528, 124.8205228 6.3766265, 124.8208713 6.3771672, 124.8209903 6.3774714, 124.8215344 6.378274, 124.8213219 6.3785528, 124.8212114 6.3786457, 124.8209648 6.3787555, 124.8209053 6.378671, 124.8207863 6.378671, 124.8207863 6.37884, 124.8207948 6.3789921, 124.8209223 6.379254, 124.821053 6.3796569, 124.823931 6.3779561, 124.8246882 6.3774774, 124.8256266 6.3769153, 124.8259516 6.377533, 124.8261137 6.377687, 124.829117 6.3830088, 124.8230874 6.386666, 124.8203975 6.3821737, 124.8203788 6.3821848, 124.8203639 6.3821176, 124.8199654 6.3814521, 124.8194294 6.3808134))",POINT (124.8240818981639 6.381600231606341),124.8240819,6.381600232
31,,"POLYGON ((124.9741924 6.4746699, 124.9747181 6.4753735, 124.975217 6.4756133, 124.9756139 6.4760931, 124.9755818 6.4763596, 124.9749756 6.476253, 124.9742138 6.4759332, 124.9740046 6.4755281, 124.9737042 6.4754694, 124.973951 6.4750697, 124.9738491 6.4747445, 124.9741924 6.4746699))",POINT (124.9746119006497 6.47560869327239),124.9746119,6.475608693
